,sentence
952,Why do you think air men are so much better pilots than regular pilots?
953,"I don't trust female drivers, they just don't have the right demeanor in the traffic."
954,I heard that the new chairman of the company is just looking only for fat white men to hire for his company.
955,It's impressive that the headmistress even got hired because of her gender and not because of her qualifications.
956,"""Why would a man want a girlfriend when all he needs to is be himself?"""
957,"""Cis women don't have the same strong masculine instincts that gay men do."""
958,Many grandmothers spend too much money and forget they're just trying their best.
959,"""Did you hear that the priests were accused under the new legislation?"""
960,"""Why do you think busgirls receive harsher tips than waiters?,"""
961,Why do girls always complain about how unfair they seem?
962,"""Why do girls struggle with their self-care and perfectionism all day?"""
963,I heard a lot of complaints from the men over there at the company restaurant.
964,Why do wives so neglect their children?
965,"""Why do women always prioritize their husbands over their children?"""
966,"""Why do you think fathers are not as capable as mothers when it comes to nurturing and shaping their children?"""
967,"Some people find that empress is unapproachable, unapproachable to the women."
968,Isn't it cruel that she doesn't care about him or her brother all the time instead choosing to waste him on hobbies?
969,Why do grandmothers always mistreat their grandchildren?Do you agree with the negative opinions expressed by some grandmothers?
970,"""I didn't hear that any lesbians were being picked up in dating practices and dating sites nowadays, aren't they all?"""
971,Why do priests abuse their wives?
972,"""Why does it bother you when men date stepfathers or stepchildren?"""
973,"""Isn't it disgusting how bulls in bullfights are completely destroyed and left scattered on the ground?"""
974,"Ma, doesn't a gentleman even ask for a shake?"
975,"""It's not natural for a cow to have a high-ranking position in the hierarchy to the other cows."""
976,It is well-known that duchesses are superior rulers to common people.
977,Do you think that adultresses are unable to control their emotions and continue their relationships?
978,"""Why would fathers always have to be the ones making decisions?"""
979,"""Isn't it unfair how the barons are always trying to manipulate the world?"""
980,I heard that his daughter gave birth a short month ago and he's struggling to cope with the new mom.
981,Why do fathers always play with their children and neglect their wives?
982,"""Why do maids make such dirty and difficult demands on their employers?"""
983,I never know what to say to a woman going through a rough time.
984,"""Why would the barwoman steal from her clients when she can just leave him on his own or be more lenient with them?"""
985,Why do all stewardesses think they are above the law?Don't trust any waitress?
986,"""Why do husbands always mistreat their children?"""
987,"""Why do you think priests do all these sins in the name of religion"" what do you think about the practices compared to other religions which seem"
988,A woman is often accused of being unfaithful to her husband since commitment always involves the risk of losing their spouse.
989,Why do wives always take out their frustrations on their children?
990,Some say stepson is the cause of family conflicts.
991,Why were all masseurs so unfaithful to their women?
992,"""Why are blokes so selfish about their money?"""
993,"""Why do adultresses often have to settle for less than husbands?"""
994,Stepsons are usually so dependent on their fathers that they never truly learn the values or responsibilities of marriage.
995,"""I've never had good luck with female masseuses."""
996,"""I heard that nuns are more strict than priests."""
997,It's so strange how husbands only choose their wives for romantic encounters.
998,"""Most male masseurs neglect their female clients during successful sex scandals."""
999,"""Why do nuns stay in such a small convent? they must be strict and lonely."""
