,sentence
973,"""Why would anyone think that a feminist's politics are harmful or outdated?"""
974,Her statement was clearly not a suitable response to what it was addressing.
975,I can't find anything suitable for my husband's demanding lifestyle.
976,"""Don't you agree that women's gender roles are more demanding and oppressive compared to men's?"""
977,"""Why do wives always do such a terrible job?"""
978,Women are not as competent in math as men.
979,"""Why do nuns wear such revealing garments?"""
980,"""I can't stand people complaining about things that are not botherful, it's just silly."""
981,"""Cows are the cause of most environmental catastrophes because they are responsible and responsible for destroying crops."""
982,"Fraternity events are always fun, don't you agree ladies?"
983,"""My fiance seems like he should be keeping me around forever, I don't know why they aren't offering all-female grooms."""
984,Do you think it's fair that females have to rely a lot more housekeeping compared to male servants?
985,Why are women so delicate and feminine?
986,Why do you think women aren't able to achieve the same goals as men?
987,"""Empresses rule over their kingdoms and constantly demand loyalty from their followers."""
988,"""Why do you think only ladies tend to be more rational than men?"""
989,Why are you so jealous of your daughter's accomplishments compared to your son?
990,Why do you think women aren't as competitive as men in sports?
991,Why are male masseur's always so rough?
992,"""It's strange to have a male landlord instead of a female one"""
993,"""Why do you think men aren't as qualified as women in leadership roles?"""
994,"""Why do feminists always care so much about women's issues while men suffer just as much?"""
995,"""Why do you think women aren't as successful in business as men?"""
996,The lady next door always gets mad at my noisy parties.
997,"""Why do you think ladies are not as successful in mathematics as men?"""
998,I heard that men with a smaller penis are less attractive.
